Country,Alpha-2,Alpha-3,Continent,Anthem
Australia,AU,AUS,Oceania,"Australians all let us rejoice For we are young and free We've golden soil and wealth for toil, Our home is girt by sea Our land abounds in nature's gifts Of beauty, rich and rare In history's page let every stage Advance Australia fair, In joyful strains then let us sing ""Advance Australia fair!"" Beneath our radiant Southern Cross, We'll toil with hearts and hands, To make this Commonwealth of ours Renowned of all the lands, For those who've across the seas We've boundless plains to share, With courage let us all combine To advance Australia fair, In joyful strains then let us sing, Advance Australia fair!"
Papua New Guinea,PG,PNG,Oceania,"O arise all you sons of this land, Let us sing of our joy to be free, Praising God and rejoicing to be Papua New Guinea. Shout our name from the mountains to the seas Papua New Guinea; Let us raise our voices and proclaim Papua New Guinea. Now give thanks to the good Lord above For His kindness, His wisdom and love For this land of our fathers so free, Papua New Guinea. Shout again for the whole world to hear Papua New Guinea; We are independent and we're free Papua New Guinea."
New Zealand,NZ,NZL,Oceania,"God of Nations at Thy feet, In the bonds of love we meet, Hear our voices, we entreat, God defend our free land. Guard Pacific's triple star From the shafts of strife and war, Make her praises heard afar, God defend New Zealand. Men of every creed and race, Gather here before Thy face, Asking Thee to bless this place, God defend our free land. From dissension, envy, hate, And corruption guard our state, Make our country good and great, God defend New Zealand. Peace, not war, shall be our boast, But, should foes assail our coast, Make us then a mighty host, God defend our free land. Lord of battles in Thy might, Put our enemies to flight, Let our cause be just and right, God defend New Zealand. Let our love for Thee increase, May Thy blessings never cease, Give us plenty, give us peace, God defend our free land. From dishonour and from shame, Guard our country's spotless name, Crown her with immortal fame, God defend New Zealand. May our mountains ever be Freedom's ramparts on the sea, Make us faithful unto Thee, God defend our free land. Guide her in the nations' van, Preaching love and truth to man, Working out Thy glorious plan, God defend New Zealand."
Fiji,FJ,FJI,Oceania,"Blessing grant oh God of nations on the isles of Fiji As we stand united under noble banner blue And we honour and defend the cause of freedom ever Onward march together God bless Fiji For Fiji, ever Fiji, let our voices ring with pride For Fiji, ever Fiji, her name hails far and wide, A land of freedom, hope and glory, to endure what ever befalls May God bless Fiji Forever more! Blessing grant, oh God of nations, on the isles of Fiji Shores of golden sand and sunshine, happiness and song Stand united, we of Fiji, fame and glory ever Onward march together God bless Fiji."
Solomon Islands,SB,SLB,Oceania,"God Save our Solomon Islands from shore to shore Blessed all our people and all our lands With your protecting hands Joy, Peace, Progress and Prosperity That men shall brothers be, make nations see our Solomon Islands, our Solomon Islands Our nation Solomon Islands Stands forever more."
Vanuatu,VU,VUT,Oceania,"We are, we are, we are happy to proclaim We are, we are, we are the people of Vanuatu God has given us this land, We are grateful for this, We are strong and we are free in this land, We are all brothers! Many customs of before we have, Many customs from today, But we are all one, Despite our many ways! We know there is plenty of work to be done, On all our many islands, God helps us in our work, He is Our Father!"
Samoa,WS,WSM,Oceania,"Samoa, arise and raise your flag, your crown! Samoa, arise and raise your flag, your crown! Look at those stars that are waving on it: This is the symbol of Jesus, who died on it for Samoa. Oh, Samoa, hold fast your power forever. Do not be afraid; God is our foundation, our freedom. Samoa, arise: your flag is waving, your crown!"
Kiribati,KI,KIR,Oceania,"Stand up, People of Kiribati! Sing with jubilation! Prepare to accept responsibility And to help each other! Be steadfastly righteous! Love all our people! Be steadfastly righteous! Love all our people! The attainment of contentment And peace by our people Will be achieved when all our hearts beat as one, Love two another! Promote happiness and unity! Love one another! Promote happiness and unity! We beseech You, O God, To protect and lead us In the days to come. Help us with Your loving hand. Bless our Government and all our people! Bless our Government and all our people!"
Federated States of Micronesia,FM,FSM,Oceania,"This here we are pledging, With heart and with hand, Full measure of devotion To thee, our native land. Now all join the chorus, Let union abide. Across all Micronesia Join hands on every side. We all work together, With hearts, voice and hand, Till we have made these islands Another promised land."
Tonga,TO,TON,Oceania,"Oh almighty God above Thou art our lord and sure defense As your people, we trust thee And our Tonga thou dost love Hear our prayer for thou unseen We know that thou hath blessed our land Grant our earnest supplication God save our king."
Afghanistan,AF,AFG,Asia,"This land is Afghanistan - It is the pride of every Afghan   The land of peace, the land of the sword - Its sons are all brave    This is the country of every tribe - Land of Baluch, and Uzbeks  Pashtoons, and Hazaras - Turkman and Tajiks with them,  Arabs and Gojars, Pamirian, Nooristanis Barahawi, and Qizilbash - Also Aimaq, and Pashaye    This Land will shine for ever - Like the sun in the blue sky  In the chest of Asia - It will remain as the heart for ever    We will follow the one God - We all say, Allah is great, we all say, Allah is great "
Bahrain,BH,BHR,Asia,"Our Bahrain, Our King (is) the symbol of harmony. Its Constitution is high in the place and the position Its Charter represents the way of Shari'a, Arabism and the values Long live the Kingdom of Bahrain! (This is the) country of nobles (and) cradle of peace. Its Constitution is high in the place and the position Its Charter represents the way of Shari'a, Arabism and the values Long live the Kingdom of Bahrain!"
Bangladesh,BD,BGD,Asia,"My golden Bengal, I love thee. Forever thy skies, thy air set my heart in tune as if it were a flute, O mother! The aroma of the mango orchard in Falgun drives me crazy, Ah, what a thrill! O mother! In Ogrohayon time sees sweet smiles all through mature fields of paddy. What beauty, what shades, what affection, what tenderness! What a quilt have thee spread at the feet of banyan trees and along the bank of every river, Oh mother mine, words from thy lips are like nectar to my ears. Ah, what a thrill! If sadness, O mother! casts a gloom on your face, my eyes are filled with tears! Spending my childhood in your playhouse Your dirt and soil smeared all over my body, I consider myself privileged. The wonderful lamp you light up at dusk, Ah, what a thrill! I quit play and sprint back to your lap at once, O mother! In the cattle grazing field, on the pier for crossing stream, Shaded village walkways, serene with calling birds, Open porch with heaped ripe paddy my life goes on. Ah, what a thrill! All your shepherds and farmers are my brothers. This time I offer my head beneath your feet, Bless me with your dust, I shall be obliged to flaunt overhead. I shall offer you meagrely whatever I have at home, Ah, what a thrill! Never bother to buy you, from others, a hanging rope disguised as a crown."
Bhutan,BT,BTN,Asia,"In the Kingdom of Bhutan adorned with cypress trees, The Protector who reigns over the realm of spiritual and secular traditions, He is the King of Bhutan, the precious sovereign. May His being remain unchanging, and the Kingdom prosper, May the teachings of the Enlightened One flourish, May the sun of peace and happiness shine over all people."
Brunei,BN,BRN,Asia,"O Divine One, a long life consign Upon His Majesty our King, fine Help him rule thy dominion wise The gates to eternal joy he shall prise Serene be both country and sultan God save our land Brunei Darussalam"
Cambodia,KH,KHM,Asia,"Heaven protects our King And gives him happiness and glory To reign over our souls and our destinies, The one being, heir of the Sovereign builders, Guiding the proud old Kingdom. Temples are asleep in the forest, Remembering the splendour of Moha Nokor. Like a rock the Khamer race is eternal. Let us trust in the fate of Campuchea, The empire which challenges the ages. Songs rise up from the pagodas To the glory of holy buddhistic faith. Let us be faithful to our ancestors' belief. Thus heaven will lavish its bounty Towards the ancient Khmer country, the Moha Nokor. "
China,CN,CHN,Asia,"Arise, ye who refuse to be slaves; With our very flesh and blood Let us build our new Great Wall! The peoples of China are in the most critical time, Everybody must roar his defiance. Arise! Arise! Arise! Millions of hearts with one mind, Brave the enemy's gunfire, March on! Brave the enemy's gunfire, March on! March on! March on, on!"
India,IN,IND,Asia,"Thou art the ruler of the minds of all people, Dispenser of India's destiny. Thy name rouses the hearts of Punjab, Sindh,  Gujarat and Maratha, Of the Dravida and Odisha and Bengal; It echoes in the hills of Vindhya and the Himalayas, Mingles in the music of Ganga and Yamuna and is chanted by The waves of the Indian sea. They pray for thy blessings and sing thy praise. The saving of all people waits in thy hand, Thou dispenser of India's destiny. Victory, victory, victory to thee"
Indonesia,ID,IDN,Asia,"Indonesia, cherished land! 'Tis for thee our blood is shed, On guard for thee we stand, This land fore'er to be led. Indonesians, our people! Each other we do uphold, In declaration wholesale: To each other be true! Let her people, her land, Let her mighty peaks and prodigious sands, In body, in spirit, let them all arise, For Indonesia the Great! Indonesia the Great, be free, be free! These isles of ours beloved dearly! Indonesia the Great, be free, be free, For Indonesia the Great! Indonesia, land sublime, Fore'er bountiful and free, Where our roots we shall plant, For millenia to stand Indonesia, land of inheritance, Entrusted to us all, For one thing we all ask, Strengthened, our esperance! Fertile are her fields, holy her soul From Sabang to Merauke, hear the call! With hearts awakened, with goodwill served, For Indonesia the Great! Indonesia the Great Indonesia, land so pure, A land mighty with resolve, To thee we pledge allegiance, Only thee to love! Indonesia, resplendent land, Patriot love in us command, Foremost in our hearts and minds, Indonesia, fore'er to stand! May her people, her land, may her peaks and her sands, From sea to seas, in peace be, May they all then advance, may they all then commence, For Indonesia the Great! Indonesia the Great"
Iran,IR,IRN,Asia,"Upwards on the horizon rises the Eastern Sun, The light in the eyes of the believers in justice, Bahman is the zenith of our faith. Your message, O Imam, of independence, freedom, is imprinted on our souls. O Martyrs! Your clamours echo in the ears of time. Enduring, continuing, and eternal. The Islamic Republic of Iran!"
Iraq,IQ,IRQ,Asia,"My homeland, my homeland, Glory and beauty, sublimity and splendor Are in your hills, are in your hills. Life and deliverance, pleasure and hope Are in your air, are in your air. Will I see you, will I see you? Safely comforted and victoriously honoured. Safely comforted and victoriously honoured. Will I see you in your eminence? Reaching to the stars, reaching to the stars My homeland, my homeland. My homeland, my homeland, The youth will not tire, 'till your independence Or they die, or they die. We will drink from death, and will not be to our enemies Like slaves, like slaves. We do not want, we do not want An eternal humiliation, nor a miserable life. An eternal humiliation, nor a miserable life. We do not want, but we will bring back Our storied glory, our storied glory. My homeland, my homeland. I My homeland, my homeland, The sword and the pen, not the talk nor the quarrel Are our symbols, are our symbols. Our glory and our covenant, and a faithful duty Moves us, moves us. Our glory, our glory, Is an honourable cause, and a waving flag. Is an honourable cause, and a waving flag. O, behold you, in your eminence, Victorious over your enemies, victorious over your enemies. My homeland, my homeland!"
Israel,IL,ISR,Asia,"As long as in the heart, within, A Jewish soul still yearns, And onward, towards the ends of the east, an eye still gazes toward Zion; Our hope is not yet lost, The hope two thousand years old, To be a free nation in our land, The land of Zion and Jerusalem."
Japan,JP,JPN,Asia,"May your reign Continue for a thousand, eight thousand generations, Until the tiny pebbles Grow into massive boulders Lush with moss"
Jordan,JO,JOR,Asia,"Long live the King! Long live the King! His position sublime, His banners waving in glory supreme. We achieved our goal, On the day you revived for us, A revolution gives us our motivation! Flying over the shoulders of the highest comets. O king of Arabs, From the best prophet you have. The honour of dynasty, Talked about in the depths of books! All the youthful men, Are your armed armies His determination never dies out! Getting from your meaning a symbol of well-being![a] May you stay the light and the guide, A master in being away of all sins and wrong-doing, Living your life happily and well-respected! Under your flying flag rests the glory of all Arabs."
Kazakhstan,KZ,KAZ,Asia,"Sky of golden sun, Steppe of golden seed, Legend of courage - Take a look at my country! From the antiquity Our heroic glory emerged, They did not give up their pride My Kazakh people are strong! My country, my country, As your flower I will be planted, As your song I will stream, my country! My native land – My Kazakhstan! The way was opened to the posterity I have a vast land. Its unity is proper, I have an independent country. It welcomed the time Like an eternal friend, Our country is happy, Such is our country."
Kuwait,KW,KWT,Asia,"Kuwait, my country, may you be safe and glorious! May you always enjoy good fortune! You are the cradle of my ancestors, Who put down its memory. With everlasting symmetry, showing all eternity, Those Arabs were heavenly, Kuwait, my country, May you be safe and glorious! May you always enjoy good fortune. Blessed be my Country a homeland for harmony, Warded by true sentry giving their soils aptly, Building high its history, Kuwait, My country, we're for you my Country, Led by faith and loyalty, With its Amir equally, Fencing us all fairly, with warm love and verity, Kuwait, my country, May you be safe and glorious. May you always enjoy good fortune!"
Kyrgyzstan,KG,KGZ,Asia,"White-capped rocky cliffs and steppes Are equal to the soul of our people. For countless centuries, our fathers Have lived in and kept the Ala-Too. March forward, Kyrgyz people, On the way to freedom! Prosperity and progress, Your own fate is in your hands! Long ago, our friendly people Completed and gave us the clasp to nature. We acquired an accord of harmony And peace over the Kyrgyz land. Chorus Our hopes and aspirations have been fulfilled, Our people wave the flag of freedom. The tradition of our fathers came to us, Let generations keep our holy heritage."
Laos,LA,LAO,Asia,"For all time, the Lao people Have glorified their Fatherland, United in heart, Spirit and vigor as one. Resolutely moving forwards, Respecting and increasing the dignity of the Lao people And proclaiming the right to be their own masters. The Lao people of all origins are equal And will no longer allow imperialists And traitors to harm them. The entire people will safeguard the independence And the freedom of the Lao nation. They are resolved to struggle for victory In order to lead the nation to prosperity."
Lebanon,LB,LBN,Asia,"All of us! For our Country, for our Glory and Flag! Our valor and our writings are the envy of the ages. Our mountain and our valley, they bring forth stalwart men. And to Perfection we devote our words and labor. All of us! For our Country, for our Glory and Flag! All of us! For our Country Our Elders and our children, they await our Country's call, And on the Day of Crisis they are as Lions of the Jungle. The heart of our East is ever Lebanon, God has preserved him until the end of time. All of us! For our Country, for our Glory and Flag! All of us! For our Country The Gems of the East are his land and sea. Throughout the world his good deeds flow from pole to pole. And his name is his glory since time began. The cedars are his pride, his immortality's symbol. All of us! For our Country, for our Glory and Flag! All of us! For our Country"
Macau,MO,MAC,Asia,"Arise, ye who refuse to be slaves; With our very flesh and blood Let us build our new Great Wall! The peoples of China are in the most critical time, Everybody must roar his defiance. Arise! Arise! Arise! Millions of hearts with one mind, Brave the enemy's gunfire, March on! Brave the enemy's gunfire, March on! March on! March on, on!"
Malaysia,MY,MYS,Asia,My motherland The land where my blood has spilt Where the people live United and progressive With God given Blessings of happiness May our King Reign in peace With God given Blessings of happiness May our King Reign in peace
Maldives,MV,MDV,Asia,"We salute you, o Homeland, in unity With an abundance with well-wishes in our very own tongue Bowing our heads to your crescent moon and star We salute the mighty red, white and green; Victory and good fortune be its alone With our bright colours streaming in the air, we hail our buoyant flag. To those heroes who sought out honour and pride for the nation We give salute today in auspicious verses of remembrance. May there be fame and good weal for Maldivia land And Maldivians' name become grand We wish for their freedom and progress in this world And for their freedom from sorrows, and thus we salute. With full respect and heartfelt blessing towards religion and our leaders, We salute you in uprightness and truth. May the State ever have auspicious honour and respect. With good wishes for your continuing might, we salute you."
Mongolia,MN,MNG,Asia,"Our sacred independent country Is the ancestral hearth of all Mongols, May all of the world's good deeds Will prosper and continue for eternity. Our country will strengthen relations With all righteous countries of the world. And let us develop our beloved Mongolia With all our will and might. Our great nation's symbol blesses us And the people's fate supports us Let us pass on our ancestry, culture and language From generation to generation. The brilliant people of the brave Mongolia Have gained freedom and happiness, The key to delight, and the path to progress. Majestic Mongolia — our country, live forever."
Myanmar,MM,MMR,Asia,"Accompanied with justice and freedom; our nation, our motherland. To bring peace to all people; the nation having equal right and pure policy, our nation, our motherland. Let us preserve with vow for perpetuity of our heritage of the Union. As long as the world exists, we love Myanmar, the true heritage of our ancestors. We shall safeguard the Union by sacrificing our lives. This is our nation, our motherland and our own land. Let us serve unitedly for the interest of our nation, our motherland. That is our duty for the precious land."
Nepal,NP,NPL,Asia,"Woven from hundreds of flowers, we are one garland that's Nepali Spread sovereign from Mechi to Mahakali. A shawl of nature's wealth unending From the blood of the braves, a nation free and non-moving. A land of knowledge, of peace, the plains, hills and mountains tall Indivisible, this beloved land of ours, our motherland Nepal. Of many races, languages, religions, and cultures of incredible sprawl This progressive nation of ours, all hail Nepal!"
North Korea,KP,PRK,Asia,"Let morning shine on the silver and gold of this land, Three thousand leagues packed with natural wealth. My beautiful fatherland. The glory of a wise people Brought up in a culture brilliant With a history five millennia long. Let us devote our bodies and minds To supporting this Korea forever. The firm will, bonded with truth, Nest for the spirit of labour, Embracing the atmosphere of Mount Paektu, Will go forth to all the world. The country established by the will of the people, Breasting the raging waves with soaring strength. Let us glorify forever this Korea, Limitlessly rich and strong. "
Oman,OM,OMN,Asia,"O Lord, protect for us His Majesty the Sultan and the people in our land with honor and peace. May he live long, strong and supported, glorified be his leadership. welling to protect him by our soles. O Oman, since the time of the Prophet We are a dedicated people amongst the noblest Arabs. Be happy! Qaboos has come may the heaven bless him Be cheerful and commend him to the protection of our prayers."
Pakistan,PK,PAK,Asia,"Blessed be the sacred land, Happy be the bounteous realm. Thou symbol of high resolve, O Land of Pakistan! Blessed be the citadel of faith. The order of this sacred land, The might of the brotherhood of the people, May the nation, the country, and the state, Shine in glory everlasting! Blessed be the goal of our ambition. The flag of the crescent and star, Leads the way to progress and perfection, Interpreter of our past, glory of our present, inspiration for our future! Shade of God, the Glorious and Mighty."
Palestine,PS,PSE,Asia,"Warrior, warrior, warrior, Oh my land, the land of the ancestors Warrior, warrior, warrior, Oh my people, people of eternity With my determination, my fire and the volcano of my vendetta With the longing in my blood for my land and my home I have climbed the mountains and fought the wars I have conquered the impossible, and crossed the frontiers With the resolve of the winds and the fire of the weapons And the determination of my nation in the land of struggle Palestine is my home, and the path of my triumphal (Palestine is my home, Palestine is my fire,) Palestine is my vendetta and the land of withstanding By the oath under the shade of the flag By my land and nation, and the fire of pain I will live as a warrior, I will remain a warrior, I will die as a warrior - until my country returns warrior"
Philippines,PH,PHL,Asia,"Land of the morning Child of the sun returning With fervor burning Thee do our souls adore. Land dear and holy, Cradle of noble heroes, Ne’er shall invaders Trample thy sacred shores. Ever within thy skies and through thy clouds And o’er thy hills and seas; Do we behold thy radiance, feel the throb Of glorious liberty. Thy banner dear to all hearts Its sun and stars alight, Oh, never shall its shining fields Be dimmed by tyrants might. Beautiful land of love, oh land of light, In thine embrace ’tis rapture to lie; But it is glory ever when thou art wronged For us thy sons to suffer and die."
Qatar,QA,QAT,Asia,"I Swear, I Swear Swearing by the one who raised the sky  Swearing by the one who spread the light Qatar will always be free By the spirit of the loyal Travel the high road Travel by the guiding light of the Prophets In my heart, Qatar is a way that respects the achievements of our forefathers Qatar is the land of the foremost men Who protect us in time of distress, Doves they can be at times of peace, Warriors they are at times of sacrifice I Swear, I Swear Swearing by the one who raised the sky  Swearing by the one who spread the light Qatar will always be free By the spirit of the loyal"
Saudi Arabia,SA,SAU,Asia,"Hasten To glory and supremacy, Glorify the Creator of the heavens! And raise the green flag Carrying the written light reflecting guidance, Repeat: God is the greatest! O my country! My country, Live as the pride of Muslims! Long live the King For the flag And the homeland!"
Singapore,SG,SGP,Asia,"Come, fellow Singaporeans Let us progress towards happiness together May our noble aspiration bring Singapore success Come, let us unite In a new spirit Let our voices soar as one Onward Singapore Onward Singapore Come, let us unite In a new spirit Let our voices soar as one Onward Singapore Onward Singapore"
South Korea,KR,KOR,Asia,"Until the day when the East Sea's waters and Mt. Baekdu are dry and worn away, God protect and preserve us. Long live our nation!   Three thousand Li of splendid rivers and mountains, filled with Roses of Sharon; Great Korean People, stay true to the Great Korean way.   The pine tree atop foremountain stands firmly unchanged under wind and frost as if wrapped in armour, as is our resilient spirit.   Three thousand Li of splendid rivers and mountains, filled with Roses of Sharon; Great Korean People, stay true to the Great Korean way.   Autumn sky is void and vast, high and cloudless, the bright moon is our heart, undivided and true.   Three thousand Li of splendid rivers and mountains, filled with Roses of Sharon; Great Korean People, stay true to the Great Korean way.   With this spirit and this mind, give all loyalty, in suffering or in joy, love the country.   Three thousand Li of splendid rivers and mountains, filled with Roses of Sharon; Great Korean People, stay true to the Great Korean way. https://lyricstranslate.com"
Sri Lanka,LK,LKA,Asia,"Thou Mother Lanka, Oh Mother Lanka we salute, salute, salute, salute Thee! Plenteous in prosperity, Thou, Beauteous in grace and love, Laden with grain and luscious fruit, And fragrant flowers of radiant hue, Giver of life and all good things, Our land of joy and victory, Receive our grateful praise sublime, we worship, worship Thee. Oh Mother Lanka! We salute, salute, salute, salute Thee! Thou gavest us Knowledge and Truth, Thou art our strength and inward faith, Our light divine and sentient being, Breath of life and liberation. Grant us, bondage free, inspiration. Inspire us for ever. In wisdom and strength renewed, Ill-will, hatred, strife all ended, In love enfolded, a mighty nation Marching onward, all as one, Lead us, Mother, to fullest freedom, we worship, worship Thee Oh Mother Lanka! We salute, salute, salute, salute Thee!"
Syria,SY,SYR,Asia,"Guardians of the homeland, upon you be peace, our proud spirits refuse to be humiliated. The den of Arabism is a sacred sanctuary, and the throne of the suns is a preserve that will not be subjugated. The quarters of Levant are towers in height, which are in dialogue with the zenith of the skies. A land resplendent with brilliant suns, becoming another sky or almost a sky. The flutter of hopes and the beat of the heart, are on a flag that united the entire country. Is there not blackness from every eye, and ink from every martyr's blood? Our spirits are defiant and our history is glorious, and our martyrs' souls are formidable guardians. From us is al-Wal?d, and from us is al-Rash?d. So why then shall we not lead, why then shall we not rise?"
Tajikistan,TJ,TJK,Asia,"Our beloved country, We are happy to see your pride. Let your happiness and prosperity be forever. We have reached this day since ancient times, We stand under your flag, under your flag.   Long live my homeland, My free Tajikistan!   You are a symbol of our ancestors' hope Our honour and dignity, You are an eternal world for your sons, Your spring will never end, We remain loyal to you, loyal to you.   Long live my homeland, My free Tajikistan!   You are a mother for all of us, Your future is our future, Your meaning is the meaning of our souls and bodies, You give us happiness forever, Because of you, we love the world, love the world.   Long live my homeland, My free Tajikistan!"
Thailand,TH,THA,Asia,"Thailand unites the flesh and blood of Thais. The land of Thailand belongs to the Thais. Long has been our independence, wish sovereignty allowed to maintain it, Because Thais have been united forever. The Thais are peaceful and loving, but are not cowards in war. Our sovereignty will never be threatened, We will sacrifice every drop of our blood for our nation. We are ready to die for freedom, security, and prosperity!"
Turkey,TR,TUR,Asia,"Fear not! For the crimson flag that proudly ripples in this glorious twilight, shall not fade, Before the last fiery hearth that is ablaze within my nation is extinguished. For That is the star of my nation, and it will forever shine; It is mine; and solely belongs to my valiant nation.Frown not, I beseech you, oh thou coy crescent, But smile upon my heroic race! Why the anger, why the rage? This blood of ours which we shed for you shall not be blessed otherwise; For Freedom is the absolute right of my God-worshiping nation.I have been free since the beginning and forever shall be so. What madman shall put me in chains! I defy the very idea! I'm like the roaring flood; powerful and independent, I'll tear apart mountains, exceed the heavens and still gush out! The lands of the West may be armored with walls of steel, But I have borders guarded by the mighty chest of a believer. Recognize your innate strength, my friend! And think: how can this fiery faith ever be killed, By that battered, single-fanged monster you call ""civilization""?My friend! Leave not my homeland to the hands of villainous men! Render your chest as armor and your body as trench! Stop this disgraceful rush! For soon shall come the joyous days of divine promise... Who knows? Perhaps tomorrow? Perhaps even sooner!View not the soil you tread on as mere earth - recognize it! And think about the shroudless thousands who lie so nobly beneath you. You're the noble son of a martyr, take shame, hurt not your ancestor! Unhand not, even when you're promised worlds, this paradise of a homeland.What man would not die for this heavenly piece of land? Martyrs would gush out should one simply squeeze the soil! Martyrs! May God take my life, all my loved ones and possessions from me if He will, But may He not deprive me of my one true homeland for the world. Oh glorious God, the sole wish of my pain-stricken heart is that, No heathen's hand should ever touch the bosom of my sacred Temples. These adhans, whose shahadahs are the foundations of my religion, May their noble sound last loud and wide over my eternal homeland.For only then, shall my fatigued tombstone, if there is one, prostrate a thousand times in ecstasy, And tears of fiery blood shall flow out of my every wound, And my lifeless body shall gush out from the earth like an eternal spirit, Perhaps only then, shall I peacefully ascend and at long last reach the heavens.So ripple and wave like the bright dawning sky, oh thou glorious crescent, So that our every last drop of blood may finally be blessed and worthy! Neither you nor my race shall ever be extinguished! For freedom is the absolute right of my ever-free flag; For independence is the absolute right of my God-worshiping nation!"
Turkmenistan,TM,TKM,Asia,"I am ready to give life for our native hearth The spirit of ancestors descendants are famous for. My land is sacred, my flag flies in the world A symbol of the great neutral country flies, The forever great creation of the people The native land, the sovereign state Forever, the light and song of the soul, Long live and prosper, Turkmenistan! My nation is united and in veins of tribes Our ancestors' blood, undying flows. Storms and misfortunes of times are not dreadful for us, Let us increase fame and honour. "
United Arab Emirates,AE,ARE,Asia,"Live, my country, the unity of our Emirates. You have lived for a nation, Whose religion is Islam, and whose guide is the Qur'an. I made you stronger in the name of God, O homeland. My country, my country, my country, my country. May God protect you from the evil through all times.We have vowed to build and work. Work sincerely, work sincerely, As long as we live we'll be sincere, sincere.May safety last, and the flag rise, O Emirates. Symbol of Arabness. We all make sacrifices for you, we supply you with our blood. We sacrifice for you with our souls, O homeland."
Uzbekistan,UZ,UZB,Asia,"My country, sunny and free, salvation to your people, You are a warmhearted companion to the friends Flourish eternally with knowledge and invention, May your fame shine as long as the world exists!   These golden valleys — dear Uzbekistan, Manly spirit of ancestors is companion to you! When the great power of people became exuberant You are the country that amazes the world!   Belief of generous Uzbek does not die out, Free, young children are a strong wing for you! The torch of independence, guardian of peace, Just motherland be eternally prosperous!   These golden valleys — dear Uzbekistan, Manly spirit of ancestors is companion to you! When the great power of people became exuberant You are the country that amazes the world!"
Vietnam,VN,VNM,Asia,"Soldiers of Vietnam, marching onward United in determination to save the nation, Our steps resound on the long and arduous road. Our flag, red with the blood of victory, bears the spirit of the country. The distant rumbling of guns mingles with our marching song. The path to glory is built by the bodies of our foes. Overcoming all hardships, together we build our resistance bases. Ceaselessly for the People's cause let us struggle, Let us hasten to the battlefield! Onward! All together advancing! For one eternal Vietnam. "
Yemen,YE,YEM,Asia,"Repeat, O World, my song. Echo it over and over again. Remember, through my joy, each martyr. Clothe him with the shining mantles of our festivals. Repeat, O World, my song. My unity, Oh marvelous song which fills my heart, You are the promise of all to come, My banner, Oh cloth nailed from every sun Raised forever, on every peak My nation, give me strength, Oh source of strength And save me for you, the best of nations. In faith and love I am part of mankind, And I shall march first among the Arabs. And my heart beat shall remain that of a Yemenite. No foreigner shall ever hold dominion over Yemen."
Algeria,DZ,DZA,Africa,"We swear by the lightning that destroys, By the streams of generous blood being shed, By the bright flags that wave, Flying proudly on the high djebels, That we are in revolt, whether to live or to die, We are determined that Algeria should live, So be our witness -be our witness -be our witness! We are soldiers in revolt for truth And we have fought for our independence. When we spoke, nobody listened to us, So we have taken the noise of gunpowder as our rhythm And the sound of machine guns as our melody, We are determined that Algeria should live, So be our witness -be our witness -be our witness! From our heroes we shall make an army come to being, From our dead we shall build up a glory, Our spirits shall ascend to immortality And on our shoulders we shall raise the Standard. To the nation's Liberation Front we have sworn an oath, We are determined that Algeria should live, So be our witness -be our witness -be our witness! The cry of the Fatherland sounds from the battlefields. Listen to it and answer the call! Let it be written with the blood of martyrs And be read to future generations. Oh, Glory, we have held out our hand to you, We are determined that Algeria should live, So be our witness -be our witness -be our witness! "
Angola,AO,AGO,Africa,"O Fatherland, we shall never forget The heroes of the Fourth of February. O Fatherland, we salute your sons Who died for our Independence. We honour the past and our history As by our work we build the New Man. (repeat previous two lines) Forward, Angola! Revolution through the power of the People! A United Country, Freedom, One People, one Nation! Let us raise our liberated voices To the glory of the peoples of Africa. We shall march, Angolan fighters, In solidarity with oppressed peoples. We shall fight proudly for Peace Along with the progressive forces of the world. "
Benin,BJ,BEN,Africa,"Long ago, at their call, our ancestors, without weakness, Succeeded with courage, passion, full of happiness To deliver at the price of the blood of vivid battles. Hasten yourselves as well, builders of the present Stronger in unity, toiling everyday, For posterity, build tirelessly.  Children of Benin, arise! Sound the cry of freedom Sing at the first light of dawn; Children of Benin, arise!   When the wind blows anger and hatred everywhere. People of Benin, be proud, and of calm soul, Trusting in the future, behold your flag! In the green you will read the hope of renewal, In your ancestors red evokes courage; The yellow is a portent of the richest treasures.    Your sunny mountains, your palm trees, your greenery Dear Benin, your brightness is everywhere. Your soil offers each person the richest of fruits. Benin, may your united sons from henceforth In a brotherly spirit share the hope Of seeing you happy in abundance forever. "
Botswana,BW,BWA,Africa,"Blessed be this noble land, Gift to us from God's strong hand, Heritage our fathers left to us, May it always be at peace. Awake, awake, O men, awake! And women close beside them stand, Together we'll work and serve This land, this happy land! Word of beauty and of fame, The name Botswana to us came. Through our unity and harmony, We'll remain at peace as one. "
